,url,name,sku,price,size,brand,description,images
533,https://us.shein.com/SHEIN-X-Gabriella-Mavri-Abstract-Print-Mesh-Maxi-Skirt-p-2656247-cat-1732.html?mallCode=1,SHEIN X Gabriella Mavri Abstract Print Mesh Maxi Skirt, SKU: swskirt07210510084,$12.00,"XS(2),S(4),M(6),L(8/10)",SHEIN X Gabriella Mavri,"[{'Color': 'Black and White'}, {'Style': 'Elegant'}, {'Pattern Type': 'Figure'}, {'Details': 'Sheer'}, {'Waist Line': 'High Waist'}, {'Length': 'Maxi'}, {'Type': 'A Line'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Chiffon'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'Semi-Sheer'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/1622257766eb7d2fe7c1c454caefa7562163a80d6e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/1622257766eb7d2fe7c1c454caefa7562163a80d6e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/1622257769ab73f594645c0a765cd2469c591ee1f8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/162225777173f19e7bcd5f5a1d7240461b9d7689ae_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/16222577745daf7431d6838b61f33e27684910efb2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/16222577772559ddd42e5b00f9766b74579902db12_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/1622257780480a061e01ee9185e05d33e86c7a44cf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/1622257766eb7d2fe7c1c454caefa7562163a80d6e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/05/29/1622257766eb7d2fe7c1c454caefa7562163a80d6e_thumbnail_600x.webp']"
534,https://us.shein.com/Mushroom-Slogan-Graphic-Drawstring-Thermal-Lined-Hoodie-p-12640652-cat-1773.html?mallCode=1,Mushroom & Slogan Graphic Drawstring Thermal Lined Hoodie, SKU: sw2212280181555026,$10.99,"XS(2),S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Baby Pink'}, {'Style': 'Casual'}, {'Pattern Type': 'Butterfly, Slogan'}, {'Details': 'Drawstring, Pocket'}, {'Type': 'Pullovers'}, {'Neckline': 'Hooded'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Drop Shoulder'}, {'Length': 'Regular'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Spandex'}, {'Care Instructions': 'Hand wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/167221223170f48917016d1c2eedb954b65135c92a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/16722122284315c5ce1573a0a3b340b2477833e66f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/10/24/16665993040453a62f53b38491f554361704c61601_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/167221223170f48917016d1c2eedb954b65135c92a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/08/1657271062ddd9fd7cb5d54d5dbdf0c094877c36d4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/10/17/166598418217ccf8ae39be01da1dc932f7008eda61_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/10/17/166598418455f801f01efc7513956e1f8cd93a54c9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/167221223170f48917016d1c2eedb954b65135c92a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/28/16722122284315c5ce1573a0a3b340b2477833e66f_thumbnail_600x.webp']"
535,https://us.shein.com/SHEIN-X-Michelle-Wong-High-Waist-Belted-Asymmetrical-Hem-Skirt-p-12284644-cat-1732.html?mallCode=1,SHEIN X Michelle Wong High Waist Belted Asymmetrical Hem Skirt, SKU: sw2209152918169216,$9.50,"XS(2),S(4),M(6),L(8/10)",SHEIN X Michelle Wong,"[{'Color': 'Navy Blue'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Details': 'Wrap, Belted'}, {'Waist Line': 'High Waist'}, {'Length': 'Midi'}, {'Type': 'Wrap'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/1669686406de69bee3807629430dde64f8b35f546b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/166968639951f7b56f34ae326e17ddb9a0856c6f05_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/166968640111c5f4b7b8eefc979072f27c573de676_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/1669686404cfd6818a308fb6e3fe54653d2637bf42_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/1669686406de69bee3807629430dde64f8b35f546b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/1669686409a3338a4a5ea2d0e68a87bde93c32273f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/1669686411a430af82fc325e054afde45725095dbf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/1669686406de69bee3807629430dde64f8b35f546b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/29/166968639951f7b56f34ae326e17ddb9a0856c6f05_thumbnail_600x.webp']"
536,https://us.shein.com/2pcs-Rhinestone-Heart-Decor-Face-Covering-p-13010612-cat-2397.html?mallCode=1,2pcs Rhinestone Heart Decor Face Covering, SKU: sc2302078686809892,$2.10,one-size,YHOLF Apparel Accessories,"[{'Color': 'Black'}, {'Material': 'Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Pattern Type': 'Heart'}, {'Type': 'Cloth Face Mask'}, {'Composition': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675824270a4d1a802603e7d3ad1b946545584df9b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675824264dd2795ea942e90832ee42a075756c7d4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675824265773110596ddd3407dc779ba216c98bb0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/16758242676e89a1190b4fb9b65740ef52fc6724d8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675824268bc128d565053321327367dc9eec2b7fb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675824270a4d1a802603e7d3ad1b946545584df9b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675824264dd2795ea942e90832ee42a075756c7d4_thumbnail_600x.webp']"
539,https://us.shein.com/Eyelet-Embroidery-Twist-Front-Asymmetrical-Hem-Tee-p-12835457-cat-1738.html?mallCode=1,Eyelet Embroidery Twist Front Asymmetrical Hem Tee, SKU: sw2212171331426668,$9.49,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Pink'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Neckline': 'Round Neck'}, {'Details': 'Asymmetrical, Twist, Eyelet Embroidery'}, {'Sleeve Length': 'Cap Sleeve'}, {'Sleeve Type': 'Batwing Sleeve'}, {'Hem Shaped': 'Asymmetrical'}, {'Length': 'Regular'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Medium Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Spandex'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'Semi-Sheer'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/16748831749760ba141f5ec21b31a0cb32d428a690_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/1674883178f4ea94b6e8489d53e7119b54481112b7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/1674883176e62b9388fb1e2b108d9951f4ac1611c9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/16748831749760ba141f5ec21b31a0cb32d428a690_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/167488318055b06489230dc18af1daee4ab362722e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/16748831823acb463eb7e7de6a9a5d090ae9e2224a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/16748831842fdae780e577ef4ec1e027d2051b5564_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/16748831749760ba141f5ec21b31a0cb32d428a690_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/28/1674883178f4ea94b6e8489d53e7119b54481112b7_thumbnail_600x.webp']"
540,https://us.shein.com/SHEIN-X-Sara-Cennamo-Self-Belted-Split-Satin-Pants-p-2685427-cat-1740.html?mallCode=1,SHEIN X Sara Cennamo Self Belted Split Satin Pants, SKU: swpants07210513929,$10.50,"XS(2),S(4),M(6),L(8/10)",SHEIN X Sara Cennamo,"[{'Color': 'Lilac Purple'}, {'Style': 'Sexy'}, {'Pattern Type': 'Plain'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Belted, Zipper, Split Thigh'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Fit Type': 'Loose'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Belt': 'Yes'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/1622707901a621431186b19c43dc08a25d12b6dea8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/162270789760eba6aa8d85c6ae643c4a74315631b1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/1622707899f6e30b5bea6683c66e7cea48ba6ba2f8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/1622707901a621431186b19c43dc08a25d12b6dea8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/1622707903b8582b5401672f45e71b7c80c497ea55_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/16227079061fa6022a4362a92a0ab635e5a6158b36_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/1622707901a621431186b19c43dc08a25d12b6dea8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/03/162270789760eba6aa8d85c6ae643c4a74315631b1_thumbnail_600x.webp']"
541,https://us.shein.com/ROMWE-Ditsy-Floral-Ruffle-Hem-Skirt-p-12213294-cat-1732.html?mallCode=1,ROMWE Ditsy Floral Ruffle Hem Skirt, SKU: rw2203148373831347,$5.75,"S(4),M(6),L(8/10)",ROMWE,"[{'Color': 'Mauve Purple'}, {'Style': 'Boho'}, {'Pattern Type': 'Ditsy Floral'}, {'Details': 'Ruffle Hem'}, {'Waist Line': 'Natural'}, {'Length': 'Short'}, {'Type': 'Bodycon'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/03/23/164800372053de905515fac7a79f44c59680db9ab4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/03/23/16480037133db4f13dfba5d501c59c356e8009010e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/03/23/164800371529188123c1f8a608a2cd1df69acb215d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/03/23/1648003718df10f1ea92a6aa449ee6773530c076f9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/03/23/164800372053de905515fac7a79f44c59680db9ab4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/03/23/16480037133db4f13dfba5d501c59c356e8009010e_thumbnail_600x.webp']"
542,https://us.shein.com/Sculpture-Letter-Graphic-Thermal-Lined-Drawstring-Hoodie-p-12890716-cat-1773.html?mallCode=1,Sculpture & Letter Graphic Thermal Lined Drawstring Hoodie, SKU: sw2209205477746246,$10.49,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'Hot Pink'}, {'Style': 'Casual'}, {'Pattern Type': 'Letter'}, {'Details': 'Drawstring, Pocket'}, {'Type': 'Pullovers'}, {'Neckline': 'Hooded'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Drop Shoulder'}, {'Length': 'Regular'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Lined For Added Warmth': 'Yes'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069660c0ca3a491c742fab9bc8d77b731244c2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069653183116ae477fe0ad66f79077c0dbd629_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069656baccfbd9383811923d2feb9be7b7e629_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069658a81feee2dc996e2d9ff7b161d65cc9be_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069660c0ca3a491c742fab9bc8d77b731244c2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/167506966230c316b028b400e1cbdd645c570b09e3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/166175789645ef5e0ba950298e9b4c731de9a942ef_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069663f4e10d93d45306a78f87d2c39b1f46ea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/167506966666c7f1496b7ae3f1beb7db6df942892f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069660c0ca3a491c742fab9bc8d77b731244c2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/30/1675069653183116ae477fe0ad66f79077c0dbd629_thumbnail_600x.webp']"
543,https://us.shein.com/SHEIN-BAE-Rhinestone-Detail-Flare-Leg-Pants-p-12906086-cat-1740.html?mallCode=1,SHEIN BAE Rhinestone Detail Flare Leg Pants, SKU: sw2211189192222006,$17.99,"XS(2),S(4),M(6),L(8/10)",SHEIN BAE,"[{'Color': 'Green'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Type': 'Flare Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Rhinestone, Zipper'}, {'Waist Line': 'Drop Waist'}, {'Length': 'Long'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '97% Polyester, 3% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/16763447710dfdcd32f997483e16495e7a7db38ae4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/167634476618a5ab42ce22d7f2a7c91e30b73737de_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/16763447693b3e7eb33cd451af08d191a2ea7e7def_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/16763447710dfdcd32f997483e16495e7a7db38ae4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/1676344774a11758b60f88907c8385128adf4c75bd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/1676344776c5b35d242b404e2799ce1c03861217ba_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/16763447710dfdcd32f997483e16495e7a7db38ae4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/14/167634476618a5ab42ce22d7f2a7c91e30b73737de_thumbnail_600x.webp']"
544,https://us.shein.com/SHEIN-X-Michelle-Wong-Flipped-Waist-Wide-Leg-Pants-p-12215450-cat-1740.html?mallCode=1,SHEIN X Michelle Wong Flipped Waist Wide Leg Pants, SKU: sw2209157197959083,$10.75,"XS(2),S(4),M(6),L(8/10)",SHEIN X Michelle Wong,"[{'Color': 'Black'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Asymmetrical, Zipper, Plicated'}, {'Waist Line': 'Natural'}, {'Length': 'Extra Long'}, {'Fit Type': 'Loose'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669168013016654509007cf8532f58a5cc6de5448_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/166916800650196f8f301835e5d37eeb27bd0f6c2c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669168009f5cb461321bbae4e7de3fdd6f0648bcd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/16691680110aa6899583361971c0a6db76b08f7804_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669168013016654509007cf8532f58a5cc6de5448_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669168016370d7435b47e8399ba190e327b442770_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669168013016654509007cf8532f58a5cc6de5448_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/166916800650196f8f301835e5d37eeb27bd0f6c2c_thumbnail_600x.webp']"
545,https://us.shein.com/Solid-Breathable-Face-Covering-p-13023316-cat-2397.html?mallCode=1,Solid Breathable Face Covering, SKU: sc2302075052761864,$2.20,one-size,Sleepywalk Apparel Accessories,"[{'Color': 'Black'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675822804caf679038d31ad7c1ecd6716909f6a5a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/16758228011bcebdd01877f256385c80722e6487fe_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675822802b2813d6f0b5f781e6f87097e47e9e26c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/1675822804caf679038d31ad7c1ecd6716909f6a5a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/08/16758228011bcebdd01877f256385c80722e6487fe_thumbnail_600x.webp']"
548,https://us.shein.com/Asymmetrical-Neck-Ruffle-Trim-Split-Thigh-Sequin-Dress-p-12691413-cat-1727.html?mallCode=1,Asymmetrical Neck Ruffle Trim Split Thigh Sequin Dress, SKU: sw2211249144174614,$47.99,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Brown'}, {'Style': 'Party'}, {'Pattern Type': 'Plain'}, {'Details': 'Ruffle, Zipper, Split Thigh'}, {'Type': 'Fitted'}, {'Neckline': 'Asymmetrical Neck'}, {'Sleeve Length': 'Sleeveless'}, {'Waist Line': 'High Waist'}, {'Hem Shaped': 'Slit'}, {'Length': 'Maxi'}, {'Fit Type': 'Slim Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Glitter'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Yes'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/16729123638436c3a4b96a07529783b826165ba593_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/16729123638436c3a4b96a07529783b826165ba593_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/1672912367389ace057b4abfcd8da431ca89eec6d8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/167291237052255537e3cf4a87ece13d6f096c4262_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/167291237334c20a6776a7aae50336e8d4292b57cb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/16729123762ef7aec9494741816af05e08f36db6bc_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/16729123638436c3a4b96a07529783b826165ba593_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/05/16729123638436c3a4b96a07529783b826165ba593_thumbnail_600x.webp']"
